ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,logicId,battleGoalID,searchEye_dist,searchEye_angY,isNoAvoidHugeEnemy,enableWeaponOnOff,targetAILockDmyPoly,pad8,spEffectId_RangedAttack,searchTargetLv1ForgetTime,searchTargetLv2ForgetTime,BackHomeLife_OnHitEneWal,SightTargetForgetTime,idAttackCannotMove,ear_dist,callHelp_ActionAnimId,callHelp_CallActionId,eye_dist,isGuard_Act,pad6,ear_soundcut_dist,nose_dist,maxBackhomeDist,backhomeDist,backhomeBattleDist,nonBattleActLife,BackHome_LookTargetTime,BackHome_LookTargetDist,SoundTargetForgetTime,BattleStartDist,callHelp_MyPeerId,callHelp_CallPeerId,targetSys_DmgEffectRate,TeamAttackEffectivity,eye_angX,eye_angY,disableDark,caravanRole,callHelp_CallValidMinDistTarget,callHelp_CallValidRange,callHelp_ForgetTimeByArrival,callHelp_MinWaitTime,callHelp_MaxWaitTime,goalAction_ToCaution,ear_listenLevel,callHelp_ReplyBehaviorType,disablePathMove,skipArrivalVisibleCheck,thinkAttr_doAdmirer,enableNaviFlg_Edge,enableNaviFlg_LargeSpace,enableNaviFlg_Ladder,enableNaviFlg_Hole,enableNaviFlg_Door,enableNaviFlg_InSideWall,enableNaviFlg_Lava,enableNaviFlg_Edge_Ordinary,enableNaviFlg_reserve1,searchThreshold_Lv0toLv1,searchThreshold_Lv1toLv2,platoonReplyTime,platoonReplyAddRandomTime,searchEye_angX,isUpdateBattleSight,battleEye_updateDist,battleEye_updateAngX,battleEye_updateAngY,pad4,eye_BackOffsetDist,eye_BeginDist,actTypeOnFailedPath,goalAction_ToCautionImportant,shiftAnimeId_RangedAttack,actTypeOnNonBtlFailedPath,isBuddyAI,goalAction_ToSearchLv1,goalAction_ToSearchLv2,enableJumpMove,disableLocalSteering,goalAction_ToDisappear,changeStateAction_ToNormal,MemoryTargetForgetTime,rangedAttackId,useFall_onNormalCaution,useFall_onSearchBattle,enableJumpMove_onBattle,backToHomeStuckAct,pad3,soundBehaviorId01,soundBehaviorId02,soundBehaviorId03,soundBehaviorId04,soundBehaviorId05,soundBehaviorId06,soundBehaviorId07,soundBehaviorId08,weaponOffSpecialEffectId,weaponOnSpecialEffectId,weaponOffAnimId,weaponOnAnimId,surpriseAnimId,
151900000,,0,0,[0|0|0],10000,519000,10,180,0,0,1,0,-1,1,1,5,15,3000,0.1,-1,-1,30,0,0,0,0,9999,9979,10,1,7,12,0.5,21,0,0,100,35,180,180,1,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],-1,35,0,0,180,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,0,1,3,3,1,0,0,0,0.1,3004,2,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
152500000,,0,0,[0|0|0],10000,525000,0,0,0,0,1,0,-1,1,1,5,15,3000,0.1,-1,-1,2,0,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,80,180,180,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,1,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,0,1,3,3,1,0,0,0,0.1,-1,2,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
152501000,,0,0,[0|0|0],10000,525010,0,0,0,0,1,0,-1,1,1,5,15,3000,0.1,-1,-1,2,0,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,80,180,180,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,1,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,0,1,3,3,1,0,0,0,0.1,-1,2,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
152602000,,0,0,[0|0|0],10000,526020,0,0,0,0,1,0,-1,1,1,0,15,3034,0.1,-1,-1,2,0,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,40,180,180,1,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,0,1,3,3,1,0,0,0,0.1,-1,2,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
153110000,,0,0,[0|0|0],10000,531000,0,0,0,0,1,0,-1,1,1,5,15,3000,0.1,-1,-1,2,0,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,50,180,180,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,1,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,0,1,3,3,1,0,0,0,0.1,-1,2,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
155600000,,0,0,[0|0|0],556000,556000,0,0,0,0,1,0,-1,1,1,5,15,3001,0.1,-1,-1,2,0,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,30,180,180,1,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,0,1,3,3,1,0,0,0,0.1,-1,2,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
158100000,,0,0,[0|0|0],10000,581000,0,0,0,0,1,0,-1,1,1,5,15,3003,0.1,-1,-1,2,0,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,0,180,180,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,1,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,0,1,3,3,2,0,0,0,0.1,-1,2,2,2,0,[0|0|0|0],413001,413003,413006,410000,-1,-1,-1,-1,-1,-1,-1,-1,-1
158300000,,0,0,[0|0|0],583000,583000,0,0,0,1,1,0,-1,1,1,5,15,3000,0.1,-1,-1,2,1,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,50,180,180,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,1,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,0,1,3,3,1,0,0,0,0.1,-1,2,2,1,0,[0|0|0|0],431000,431001,431002,-1,-1,-1,-1,-1,13065,13064,20020,20021,-1
158301000,,0,0,[0|0|0],10000,583010,0,0,0,0,1,0,-1,1,1,5,15,3000,0.1,-1,-1,2,1,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,50,180,180,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,1,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,0,1,3,3,1,0,0,0,0.1,-1,2,2,1,0,[0|0|0|0],431000,431001,431002,-1,-1,-1,-1,-1,13065,13064,20020,20021,-1
158400000,,0,0,[0|0|0],10000,584000,0,0,0,0,1,0,-1,1,1,5,15,3000,0.1,-1,-1,2,1,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,80,180,180,0,1,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,1,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,1,1,3,3,1,0,0,0,0.1,-1,2,2,1,0,[0|0|0|0],431001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
158400500,,0,0,[0|0|0],10000,584010,0,0,0,0,1,0,-1,1,1,5,15,3000,0.1,-1,-1,2,0,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,80,180,180,0,1,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,1,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,1,1,3,3,1,0,0,0,0.1,-1,2,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
158700000,,0,0,[0|0|0],10000,587010,0,0,0,0,1,0,-1,1,1,5,15,3020,0.1,-1,-1,2,0,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,30,180,180,1,0,5,15,0,0,0,1,128,1,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,0,1,3,3,1,0,0,0,0.1,3025,2,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
159000000,,0,0,[0|0|0],10000,590000,0,0,0,0,1,0,-1,1,1,5,15,3000,0.1,-1,-1,2,0,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,30,180,180,0,1,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,1,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,1,1,3,3,1,0,0,0,0.1,-1,2,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
159000100,,0,0,[0|0|0],10000,590000,0,0,0,0,1,0,-1,1,1,5,15,3004,0.1,-1,-1,2,0,0,0,0,9999,9979,10,1,7,12,0.5,2,0,0,100,30,180,180,0,1,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,1,0,0,0,[0|0|0],-1,35,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],0,0,1,1,-1,1,1,3,3,1,0,0,0,0.1,3004,2,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
534190000,Thiollier (Co-op),0,0,[0|0|0],10000,29999,0,0,0,0,1,0,-1,5,8,0,9999,0,0.1,-1,-1,100,0,0,0,0,9999,9999,9999,1,7,12,9999,15,0,0,100,50,60,90,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0],3,3,3,2,-1,0,0,1,2,1,0,2,0,9999,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
